id,time,ipa,category,gloss,frequency
wurhtiz,900,ˈwyrxt,noun,,
undern,-2000,ˈχn̩ter,noun,undern,1
undern,200,ˈundurniz,noun,,
undern,900,ˈundern,noun,,
staþlaz,-2000,ˈstħtlos,noun,staþlaz,1
staþlaz,200,ˈstɑθ̠lɑz,noun,,
staþlaz,900,ˈstɑθ̠ol,noun,,
juhtaz,-2000,jugˈtos,adj,juhtaz,1
juhtaz,200,ˈjuxtɑz,adj,,
juhtaz,900,jeˈixt,adj,,
frijō,-2000,priˈχeħ,noun,frijō,1
frijō,200,ˈɸrijɔː,noun,,
frijō,900,ˈfreoː,noun,,
hrīdrǭ,-2000,krejˈdʱroːn,noun,hrīdrǭ,1
hrīdrǭ,200,ˈxriːð̠rɔ̃ː,noun,,
hrīdrǭ,900,ˈxridder,noun,,
dross,-2000,ˈdʱraːks,noun,dross,1
dross,200,ˈdrɔːxs,noun,,
dross,final,ˈdɹɒs,noun,,
twifōtijaz,-2000,ˈdwipoːds,adj,twifōtijaz,1
twifōtijaz,200,ˈtwiˌɸɔːtijɑz,adj,,
twifōtijaz,900,ˈtwiˌfeːte,adj,,
elmaz,-2000,ˈχelem,noun,elmaz,1
elmaz,900,ˈelm,noun,,
elmaz,1400,ˈɛlm,noun,,
wough,-2000,ˈwonkos,adj,wough,1
wough,200,ˈwɑ̃ːxɑz,adj,,
wough,900,ˈwoːx,adj,,
reudaz,-2000,χrewˈdʱos,adj,reudaz,1
reudaz,200,ˈrewð̠ɑz,adj,,
reudaz,900,ˈreoːd,adj,,
gole,-2000,ˈgʱojlos,adj,gole,1
gole,200,ˈɣɑjlɑz,adj,,
gole,900,ˈgɑːl,adj,,
hersô,-2000,ˈkʲerħsoː,noun,hersô,1
hersô,900,ˈxærn,noun,,
hersô,1400,ˈhɛrns,noun,,
muldô,-2000,ml̩χˈdʱoː,noun,muldô,1
muldô,900,ˈmoldɑ,noun,,
muldô,1400,ˈmɔld,noun,,
maltaz,-2000,ˈmoldos,adj,maltaz,1
maltaz,200,ˈmɑltɑz,adj,,
maltaz,900,ˈmæɑlt,adj,,
banjō,-2000,ˈgʷʱonjeħ,noun,banjō,1
banjō,200,ˈbɑnjɔː,noun,,
banjō,900,ˈbenn,noun,,
berhtaz,-2000,bʱergʲˈtos,adj,berhtaz,1
berhtaz,200,ˈberxtɑz,adj,,
berhtaz,900,ˈbeorxt,adj,,
taikuraz,-2000,ˈdajħuros,noun,taikuraz,1
taikuraz,200,ˈtɑjkurɑz,noun,,
taikuraz,900,ˈtɑːkor,noun,,
muldō,-2000,ml̩ħˈteħ,noun,muldō,1
muldō,900,ˈmolde,noun,,
muldō,1400,ˈmɔld,noun,,
waker,-2000,ˈwogʲros,adj,waker,1
waker,200,ˈwɑkrɑz,adj,,
waker,900,ˈwɑkor,adj,,
þursuz,-2000,ˈtersus,adj,þursuz,1
þursuz,200,ˈθ̠ursuz,adj,,
þursuz,900,ˈθ̠yrre,adj,,
wadją,-2000,ˈwodʱjom,noun,wadją,1
wadją,200,ˈwɑð̠jɑ̃,noun,,
wadją,900,ˈwedd,noun,,
þankaz,-2000,ˈtongos,noun,þankaz,1
þankaz,200,ˈθ̠ɑŋkɑz,noun,,
þankaz,900,ˈθ̠ɑnk,noun,,
kustiz,-2000,ˈgʲewstis,noun,kustiz,1
kustiz,200,ˈkustiz,noun,,
kustiz,900,ˈkyst,noun,,
auraz,-2000,χuˈχros,noun,auraz,1
auraz,200,ˈɑwrɑz,noun,,
auraz,900,ˈæɑːr,noun,,
haulaz,-2000,ˈkħewlos,noun,haulaz,1
haulaz,200,ˈxɑwlɑz,noun,,
haulaz,900,ˈxæɑːlɑ,noun,,
ailą,-2000,ˈħejdʱlom,noun,ailą,1
ailą,200,ˈɑjlɑ̃,noun,,
ailą,900,ˈɑːl,noun,,
blautaz,-2000,ˈbʱlowdħos,adj,blautaz,1
blautaz,200,ˈblɑwtɑz,adj,,
blautaz,900,ˈblæɑːt,adj,,
swēsaz,-2000,ˈsweːdʱχsos,adj,swēsaz,1
swēsaz,200,ˈswɛːsɑz,adj,,
swēsaz,900,ˈswæːs,adj,,
fergunją,-2000,ˈperwn̩jom,noun,fergunją,1
fergunją,200,ˈɸerɣunjɑ̃,noun,,
fergunją,900,ˈfiyrgen,noun,,
hlaiwą,-2000,ˈkʲlojwom,noun,hlaiwą,1
hlaiwą,200,ˈxlɑjwɑ̃,noun,,
hlaiwą,900,ˈxleoːw,noun,,
þarbō,-2000,torˈpeħ,noun,þarbō,1
þarbō,900,ˈθ̠æɑrf,noun,,
þarbō,1400,ˈθ̠ɛrf,noun,,
grindiz,-2000,ˈgʱrendʱis,noun,grindiz,1
grindiz,200,ˈɣrindiz,noun,,
grindiz,900,ˈgrindel,noun,,
spenô,-2000,ˈpstenos,noun,spenô,1
spenô,200,ˈspenɔːː,noun,,
spenô,900,ˈspɑnu,noun,,
wibraz,-2000,wiˈpros,noun,wibraz,1
wibraz,200,ˈwiβrɑz,noun,,
wibraz,900,ˈwifer,noun,,
þrawō,-2000,ˈtrowχeħti,noun,þrawō,1
þrawō,200,ˈθ̠rɑwɔː,noun,,
þrawō,900,ˈθ̠ræɑː,noun,,
gramaz,-2000,ˈgʱromos,adj,gramaz,1
gramaz,200,ˈɣrɑmɑz,adj,,
gramaz,900,ˈgrɑm,adj,,
mili,-2000,ˈmelit,noun,mili,1
mili,200,ˈmili,noun,,
biridi,-2000,ˈbʱereti,verb.pres.3sg,biridi,1
biridi,200,ˈbirið̠i,verb.pres.3sg,,
itidi,-2000,ˈχedti,verb.pres.3sg,itidi,1
itidi,200,ˈitið̠i,verb.pres.3sg,,
rīdidi,-2000,ˈʁʷrejdʱχeti,verb.pres.3sg,rīdidi,1
rīdidi,200,ˈriːð̠ið̠i,verb.pres.3sg,,
biudidi,-2000,ˈbʱewdʱeti,verb.pres.3sg,biudidi,1
biudidi,200,ˈbiwð̠ið̠i,verb.pres.3sg,,
wēidi,-2000,ˈħweːχti,verb.pres.3sg,wēidi,1
wēidi,200,ˈwɛːið̠i,verb.pres.3sg,,
rēdidi,-2000,ˈχreχdʱeti,verb.pres.3sg,rēdidi,1
rēdidi,200,ˈrɛːð̠ið̠i,verb.pres.3sg,,
bīdidi,-2000,ˈbʱejdʱeti,verb.pres.3sg,bīdidi,1
bīdidi,200,ˈbiːð̠ið̠i,verb.pres.3sg,,
snīwidi,-2000,ˈsnejgʷʱeti,verb.pres.3sg,snīwidi,1
snīwidi,200,ˈsniːwið̠i,verb.pres.3sg,,
wigidi,-2000,ˈwegʲʱeti,verb.pres.3sg,wigidi,1
wigidi,200,ˈwiɣið̠i,verb.pres.3sg,,
dailǭ,-2000,ˈdʱajleħ,noun,dailǭ,1
dailǭ,200,ˈdɑjlɔ̃ː,noun,,
akidi,-2000,ˈħegʲeti,verb.pres.3sg,akidi,1
akidi,200,ˈɑkið̠i,verb.pres.3sg,,
alidi,-2000,ˈħeleti,verb.pres.3sg,alidi,1
alidi,200,ˈɑlið̠i,verb.pres.3sg,,
apaliją,-2000,ˈħeboːl,noun,apaliją,1
apaliją,200,ˈɑpɑlijɑ̃,noun,,
hilidi,-2000,ˈkʲeleti,verb.pres.3sg,hilidi,1
hilidi,200,ˈxilið̠i,verb.pres.3sg,,
sēmô,-2000,ˈseχmoː,noun,sēmô,1
sēmô,200,ˈsɛːmɔːː,noun,,
arô,-2000,ˈʁʷeroː,noun,arô,1
arô,200,ˈɑrɔːː,noun,,
rekwaz,-2000,ˈχregʷos,noun,rekwaz,1
rekwaz,200,ˈrekʷɑz,noun,,
ferþuz,-2000,ˈpertus,noun,ferþuz,1
ferþuz,200,ˈɸerθ̠uz,noun,,
kuruz,-2000,gʷr̩ˈħus,adj,kuruz,1
kuruz,200,ˈkuruz,adj,,
haþuz,-2000,ˈkeʁʷtus,noun,haþuz,1
haþuz,200,ˈxɑθ̠uz,noun,,
þahsuz,-2000,ˈtaksus,noun,þahsuz,1
þahsuz,200,ˈθ̠ɑxsuz,noun,,
lungraz,-2000,χln̩ˈgʷʱros,adj,lungraz,1
lungraz,200,ˈluŋgrɑz,adj,,
astaz,-2000,ˈʁʷosdos,noun,astaz,1
astaz,200,ˈɑstɑz,noun,,
hleumô,-2000,ˈkʲlewmoː,noun,hleumô,1
hleumô,200,ˈxlewmɔːː,noun,,
mīgidi,-2000,ˈʁʷmejgʲʱeti,verb.pres.3sg,mīgidi,1
mīgidi,200,ˈmiːɣið̠i,verb.pres.3sg,,
stīgidi,-2000,ˈstejgʱeti,verb.pres.3sg,stīgidi,1
stīgidi,200,ˈstiːɣið̠i,verb.pres.3sg,,
ankwô,-2000,ˈʁʷengʷoː,noun,ankwô,1
ankwô,200,ˈɑŋkʷɔːː,noun,,
wulgī,-2000,wl̩ˈkʷiħs,noun,wulgī,1
wulgī,200,ˈwulɣiː,noun,,
amsaz,-2000,ˈʁʷemsos,noun,amsaz,1
amsaz,200,ˈɑmsɑz,noun,,
haihaz,-2000,keˈħikos,adj,haihaz,1
haihaz,200,ˈxɑjxɑz,adj,,
fadiz,-2000,poˈtis,noun,fadiz,1
fadiz,200,ˈɸɑð̠iz,noun,,
himinaz,-2000,ˈħekʲmoː,noun,himinaz,1
himinaz,200,ˈximinɑz,noun,,
fersnō,-2000,ˈtpeːrsneħ,noun,fersnō,1
fersnō,900,ˈfiyrsn,noun,,
nadraz,-2000,ˈnħtros,noun,nadraz,1
nadraz,200,ˈnɑð̠rɑz,noun,,
brimidi,-2000,ˈbʱremeti,verb.pres.3sg,brimidi,1
brimidi,200,ˈbrimið̠i,verb.pres.3sg,,
algiz,-2000,χolˈkʲis,noun,algiz,1
algiz,200,ˈɑlɣiz,noun,,
wiþiz,-2000,ˈweχitis,noun,wiþiz,1
wiþiz,200,ˈwiθ̠iz,noun,,
barō,-2000,bʱoˈreħ,noun,barō,1
barō,200,ˈbɑrɔː,noun,,
kwernuz,-2000,gʷerˈħnus,noun,kwernuz,1
kwernuz,200,ˈkʷernuz,noun,,
hūnaz,-2000,kʲuˈχnos,noun,hūnaz,1
hūnaz,200,ˈxuːnɑz,noun,,
tīhidi,-2000,ˈdejkʲeti,verb.pres.3sg,tīhidi,1
tīhidi,200,ˈtiːxið̠i,verb.pres.3sg,,
turþiz,-2000,ˈdr̩tis,noun,turþiz,1
turþiz,200,ˈturθ̠iz,noun,,
saidaz,-2000,sojˈtos,noun,saidaz,1
saidaz,200,ˈsɑjð̠ɑz,noun,,
draugaz,-2000,ˈdʱrowgʱos,noun,draugaz,1
draugaz,200,ˈdrɑwɣɑz,noun,,
twigimaz,-2000,ˈdwigʲʱimos,adj,twigimaz,1
twigimaz,200,ˈtwiˌɣimɑz,adj,,
kumþiz,-2000,ˈgʷm̩tis,noun,kumþiz,1
kumþiz,200,ˈkumθ̠iz,noun,,
tehwō,-2000,ˈdekʲweħ,noun,tehwō,1
tehwō,200,ˈtexʷɔː,noun,,
laisō,-2000,ˈlojseħ,noun,laisō,1
laisō,200,ˈlɑjsɔː,noun,,
buttaz-off,-2000,bʱuˈdnos,adj,buttaz-off,1
buttaz-off,200,ˈbuttɑz,adj,,
arjaz,-2000,ˈħerjos,adj,arjaz,1
arjaz,200,ˈɑrjɑz,adj,,
þinhslō,-2000,ˈtengʱsleħ,noun,þinhslō,1
þinhslō,900,ˈθ̠iːksl,noun,,
stadaz,-2000,ˈstħtos,adj,stadaz,1
stadaz,200,ˈstɑð̠ɑz,adj,,
rikidi,-2000,ˈʁʷregʲeti,verb.pres.3sg,rikidi,1
rikidi,200,ˈrikið̠i,verb.pres.3sg,,
arþrą,-2000,ˈħerʁʷtrom,noun,arþrą,1
arþrą,200,ˈɑrθ̠rɑ̃,noun,,
awô,-2000,ˈħewħoː,noun,awô,1
awô,200,ˈɑwɔːː,noun,,
angô-smell,-2000,ˈħengʲʱoː,noun,angô-smell,1
angô-smell,200,ˈɑŋgɔːː,noun,,
sparwaz,-2000,ˈspeːr,noun,sparwaz,1
sparwaz,200,ˈspɑrwɑz,noun,,
wagnisô,-2000,ˈwogʷʱnis,noun,wagnisô,1
wagnisô,200,ˈwɑɣnisɔːː,noun,,
riutidi,-2000,ˈχrewdχti,verb.pres.3sg,riutidi,1
riutidi,200,ˈriwtið̠i,verb.pres.3sg,,
kwastuz,-2000,ˈgwosdos,noun,kwastuz,1
kwastuz,200,ˈkwɑstuz,noun,,
agiþō,-2000,ħoˈkʲeteħ,noun,agiþō,1
agiþō,200,ˈɑɣiθ̠ɔː,noun,,
harmô,-2000,ˈkʲormoː,noun,harmô,1
harmô,900,ˈxæɑrmɑ,noun,,
hlīdō,-2000,kʲlejˈteħ,noun,hlīdō,1
hlīdō,200,ˈxliːð̠ɔː,noun,,
hlīþrō,-2000,ˈkʲlejtreħ,noun,hlīþrō,1
hlīþrō,200,ˈxliːθ̠rɔː,noun,,
hulisō,-2000,ˈkʲeloːs,noun,hulisō,1
hulisō,200,ˈxulisɔː,noun,,
wakwaz,-2000,ˈwogʷos,adj,wakwaz,1
wakwaz,200,ˈwɑkʷɑz,adj,,
aitaz,-2000,ˈħojdos,noun,aitaz,1
aitaz,200,ˈɑjtɑz,noun,,
laudaz,-2000,ˈχlowdʱos,noun,laudaz,1
laudaz,200,ˈlɑwð̠ɑz,noun,,
wididi,-2000,ˈwedʱeti,verb.pres.3sg,wididi,1
wididi,200,ˈwið̠ið̠i,verb.pres.3sg,,
lunaz,-2000,luˈχnos,noun,lunaz,1
lunaz,200,ˈlunɑz,noun,,
jeuką,-2000,ˈjewgom,noun,jeuką,1
jeuką,200,ˈjewkɑ̃,noun,,
wastijō,-2000,ˈwestis,noun,wastijō,1
wastijō,900,ˈwæstling,noun,,
hallaz,-2000,ˈkχlnos,adj,hallaz,1
hallaz,200,ˈxɑllɑz,adj,,
gesteraz,-2000,ˈdʱgʲʱjesteros,adj,gesteraz,1
gesteraz,900,ˈjiystrɑn,adj,,
andō,-2000,ħenχˈteħ,noun,andō,1
andō,200,ˈɑndɔː,noun,,
hlewaz,-2000,ˈkʲlewos,noun,hlewaz,1
hlewaz,200,ˈxlewɑz,noun,,
aunaz,-2000,ħeˈgʷnos,noun,aunaz,1
aunaz,900,jeˈæɑːn,noun,,
kunją,-2000,gʲn̩ˈʁʷjom,noun,kunją,1
kunją,200,ˈkunjɑ̃,noun,,
dumbaz,-2000,ˈdʱm̩bʱos,adj,dumbaz,1
dumbaz,200,ˈdumbɑz,adj,,
hrainiz,-2000,ˈkrojnis,adj,hrainiz,1
hrainiz,200,ˈxrɑjniz,adj,,
faitaz,-2000,ˈpojħdos,adj,faitaz,1
faitaz,200,ˈɸɑjtɑz,adj,,
wissiz,-2000,ˈwedʱtis,noun,wissiz,1
wissiz,200,ɣɑˈwissiz,noun,,
drugą,-2000,ˈdʱrugʱom,noun,drugą,1
drugą,200,ˈdruɣɑ̃,noun,,
fruskaz,-2000,prugʱˈkʲos,noun,fruskaz,1
fruskaz,900,ˈfrosk,noun,,
sundī,-2000,χsn̩ˈtiħ,noun,sundī,1
sundī,200,ˈsundiː,noun,,
furhnō,-2000,pr̩ˈkʲneħ,noun,furhnō,1
furhnō,900,ˈforn,noun,,
fahaz,-2000,ˈpokʲos,noun,fahaz,1
fahaz,200,ˈɸɑxɑz,noun,,
wīhaz,-2000,ˈwejkos,adj,wīhaz,1
wīhaz,200,ˈwiːxɑz,adj,,
tēwō,-2000,deːˈkʲweħ,noun,tēwō,1
tēwō,200,ˈtɛːwɔː,noun,,
spēdiz,-2000,speχˈtis,adj,spēdiz,1
spēdiz,200,ˈspɛːð̠iz,adj,,
aldǭ,-2000,ˈχoldʱeħ,noun,aldǭ,1
aldǭ,200,ˈɑldɔ̃ː,noun,,
hraznō,-2000,kroˈsneħ,noun,hraznō,1
hraznō,900,ˈxræn,noun,,
sunjaz,-2000,χsn̩ˈtjos,adj,sunjaz,1
sunjaz,200,ˈsunjɑz,adj,,
aglaz,-2000,ˈħegʱlos,adj,aglaz,1
aglaz,200,ˈɑɣlɑz,adj,,
ansijō,-2000,ˈħensjeħ,noun,ansijō,1
ansijō,200,ˈɑnsijɔː,noun,,
hagaz,-2000,kʲoˈkos,adj,hagaz,1
hagaz,200,ˈxɑɣɑz,adj,,
stauraz,-2000,steħuˈros,noun,stauraz,1
stauraz,200,ˈstɑwrɑz,noun,,
spōlǭ,-2000,ˈspeħtleħ,noun,spōlǭ,1
spōlǭ,200,ˈspɔːlɔ̃ː,noun,,
mēraz,-2000,meˈχros,adj,mēraz,1
mēraz,200,ˈmɛːrɑz,adj,,
þeuhtēr,-2000,tewkˈteːr,noun,þeuhtēr,1
þeuhtēr,200,ˈθ̠ewxteːr,noun,,
dūnaz,-2000,dʱuˈħnos,noun,dūnaz,1
dūnaz,200,ˈduːnɑz,noun,,
fruþǭ,-2000,ˈprutχeħ,noun,fruþǭ,1
fruþǭ,200,ˈɸruθ̠ɔ̃ː,noun,,
dragjō,-2000,ˈdʱragʱjeħ,noun,dragjō,1
dragjō,200,ˈdrɑɣjɔː,noun,,
snauþuz,-2000,ˈksnewtus,adj,snauþuz,1
snauþuz,200,ˈsnɑwθ̠uz,adj,,
fadurbanô,-2000,ˈpħtr̩gʷʱonoː,noun,fadurbanô,1
fadurbanô,200,ˈɸɑð̠urˌbɑnɔːː,noun,,
anþą,-2000,ˈħenχtom,noun,anþą,1
anþą,200,ˈɑnθ̠ɑ̃,noun,,
hahtuz,-2000,ˈkʷokʲtus,noun,hahtuz,1
hahtuz,200,ˈxɑxtuz,noun,,
bardō,-2000,ˈbʱorsdʱos,noun,bardō,1
bardō,200,ˈbarð̠oː,noun,,
lawwō,-2000,lowˈχeħ,noun,lawwō,1
lawwō,200,ˈlɑwwɔː,noun,,
wulbī,-2000,wl̩ˈpiħ,noun,wulbī,1
wulbī,900,ˈwylf,noun,,
skaibaz,-2000,skojˈpos,adj,skaibaz,1
skaibaz,900,ˈʃɑːffoːt,adj,,
hajaz,-2000,ˈkeχjos,noun,hajaz,1
hajaz,200,ˈxɑjɑz,noun,,
skaudō,-2000,ˈskowdʱeħ,noun,skaudō,1
skaudō,200,ˈskɑwdɔː,noun,,
wahtaz,-2000,ˈwokʷtos,noun,wahtaz,1
wahtaz,200,ˈwɑxtɑz,noun,,
glēmaz,-2000,gʲʱleˈχmos,noun,glēmaz,1
glēmaz,900,ˈgloːm,noun,,
